Leetcode_completed,Project_1_score,Project_2_score,Project_3_score,Total_full_stack_projects,Years_of_experience,No_of_certifications,CGPA,Non_IT_student,Communication_Level,Salary
82,4.38,7.65,4.88,2,1.5,3,6.13,1,fluent,828185
39,5.3,0.79,6.98,9,1.5,4,9.49,1,fluent,1022400
186,9.85,4.48,5.3,8,0.5,5,9.9,1,exceptional,1247226
187,1.66,1.02,3.92,8,1.5,1,8.24,1,expert,938405
344,1.14,0.16,6.22,5,1.5,3,9.58,1,exceptional,1113414
305,0.09,6.16,9.69,10,2.0,1,8.21,0,exceptional,1327981
304,1.56,9.61,0.95,5,2.0,5,5.17,1,beginner,981526
36,2.07,9.03,3.9,3,2.0,1,9.98,1,exceptional,921240
298,6.31,6.97,4.07,3,1.0,1,5.49,1,exceptional,967240
295,2.2,0.97,5.77,1,1.0,0,8.41,0,beginner,831283
232,0.21,2.74,1.52,9,2.0,3,6.26,0,beginner,879589
51,8.27,3.2,1.77,3,0.5,1,6.96,1,expert,673494
96,3.66,7.63,2.85,7,0.5,0,8.23,0,expert,891651
84,3.54,8.02,9.56,9,2.0,0,7.18,0,expert,1120530
169,3.02,3.85,7.34,1,1.0,2,6.25,0,fluent,757184
117,9.75,4.18,6.62,8,1.0,2,6.67,1,beginner,1003908
333,1.7,0.45,8.17,0,0.5,5,6.71,0,fluent,862813
32,8.98,2.89,1.28,1,1.5,3,9.8,0,fluent,785382
103,7.77,4.51,8.59,1,0.5,2,8.99,0,expert,907476
51,0.76,1.17,5.95,10,1.5,5,7.29,1,beginner,881057
198,9.87,4.53,3.35,5,1.0,3,6.0,0,fluent,946556
74,2.71,8.53,8.16,6,1.0,5,9.06,1,exceptional,1091299
223,0.99,5.81,8.03,2,2.0,0,5.79,0,exceptional,876604
205,8.29,0.79,8.46,10,1.0,0,6.05,1,beginner,1062477
48,7.07,1.92,1.16,8,1.5,3,6.83,1,fluent,844936
340,6.17,4.75,9.69,4,0.5,5,9.4,1,expert,1267376
70,1.56,3.61,9.6,4,2.0,5,5.66,1,fluent,833534
39,4.78,3.59,3.57,10,1.5,2,5.61,1,exceptional,864313
177,7.81,5.29,0.66,3,0.5,2,7.47,0,exceptional,930078
246,3.04,5.84,1.67,8,0.5,3,6.38,0,expert,986386
230,3.12,7.97,9.93,7,0.5,4,7.84,0,beginner,1160623
297,0.03,3.41,5.63,3,1.0,2,7.26,1,fluent,913015
260,1.74,8.05,3.57,3,0.5,1,7.17,1,exceptional,922872
252,8.75,3.39,2.88,1,1.0,2,5.56,1,fluent,827352
33,4.42,0.55,2.57,8,0.5,4,5.71,0,expert,695972
190,9.84,5.54,6.64,2,0.5,5,9.11,1,expert,1067054
343,3.96,5.88,4.19,3,1.0,0,9.43,1,beginner,1069756
238,7.15,9.35,9.65,6,1.0,0,6.17,1,expert,1159264
141,2.82,7.26,6.84,9,1.5,5,5.57,1,beginner,1025800
96,3.64,9.18,7.92,7,0.5,0,5.27,0,fluent,920001
88,1.91,9.08,2.93,7,1.0,2,8.04,1,exceptional,965347
229,3.47,6.05,0.79,3,1.5,0,8.58,1,exceptional,891914
233,5.47,5.28,4.88,6,1.5,4,6.86,1,beginner,1071729
96,9.92,5.57,3.15,9,1.0,4,8.4,1,exceptional,1135988
301,6.64,9.78,2.02,0,0.5,2,8.56,0,beginner,1007645
298,1.99,7.73,9.53,5,1.5,5,9.68,1,beginner,1263628
344,0.45,1.06,4.44,5,0.5,1,5.32,0,fluent,813619
119,1.26,7.78,1.75,5,0.5,2,5.96,0,fluent,712360
190,5.63,1.71,1.99,1,1.5,0,5.34,1,expert,630656
56,7.65,4.47,2.81,7,1.0,2,9.34,1,beginner,954546
35,9.4,2.1,9.99,4,0.5,4,8.96,0,fluent,962316
325,0.16,6.9,2.68,4,2.0,2,7.87,1,beginner,989227
241,5.23,8.77,3.29,1,1.0,2,5.42,1,beginner,820198
313,4.71,2.9,6.59,3,1.5,1,6.37,0,beginner,936421
126,6.56,0.82,2.94,8,2.0,4,6.49,0,fluent,899137
291,5.6,2.98,2.16,8,0.5,3,7.8,0,beginner,1060502
238,6.87,6.72,1.59,5,1.0,3,6.29,0,beginner,920253
203,6.58,3.29,3.13,10,2.0,4,5.36,0,expert,1095948
112,1.17,2.78,1.06,8,1.0,3,8.65,0,beginner,843752
65,8.0,1.84,0.19,3,0.5,0,6.5,1,expert,601036
100,1.23,4.98,8.05,10,1.0,3,7.26,1,beginner,995654
70,6.99,2.76,1.38,0,2.0,0,5.64,1,expert,575941
184,4.16,7.31,7.76,1,1.0,4,9.01,1,fluent,1006689
104,5.14,0.77,7.98,0,1.5,3,7.83,1,fluent,764133
334,9.03,6.64,5.38,7,1.5,3,9.51,1,exceptional,1425475
110,8.9,2.38,3.1,8,2.0,5,7.48,1,beginner,1064134
116,8.18,4.89,1.45,9,1.0,0,9.71,1,exceptional,1095005
172,5.1,2.86,7.37,5,2.0,0,9.46,1,exceptional,1041565
185,7.36,7.23,6.01,1,1.0,2,7.88,0,expert,991772
226,5.13,9.45,6.55,5,0.5,1,9.67,0,fluent,1171058
266,8.7,9.17,0.09,8,1.5,3,6.62,1,beginner,1152346
26,4.03,5.83,9.28,2,0.5,5,6.83,1,beginner,758353
249,9.7,4.63,0.66,8,1.0,1,5.23,0,expert,1008008
313,9.32,8.18,3.67,1,0.5,5,7.95,0,exceptional,1119684
257,7.42,6.83,4.03,10,2.0,1,8.61,0,expert,1292093
101,2.79,1.84,0.01,4,2.0,3,8.87,1,exceptional,787554
140,1.32,8.21,4.97,10,1.0,5,5.75,0,beginner,1018105
178,8.55,4.29,7.53,1,1.5,0,7.22,0,expert,936146
127,1.65,1.89,8.23,6,2.0,2,5.88,0,exceptional,895360
218,8.54,2.82,8.79,10,1.5,5,8.31,1,expert,1326837
190,4.91,2.68,4.88,9,1.0,4,5.79,0,fluent,1011161
114,4.07,5.19,6.31,8,1.5,3,9.52,1,expert,1089678
198,9.03,2.34,0.8,6,1.0,3,6.15,0,beginner,885581
146,6.04,1.24,4.88,4,0.5,4,6.46,0,expert,815093
167,5.77,1.24,1.55,3,1.0,1,9.25,1,beginner,838732
130,5.59,5.83,3.7,3,0.5,2,7.29,0,beginner,837087
329,3.71,7.35,3.29,9,1.0,1,5.12,0,expert,1126037
341,7.86,3.22,4.24,7,2.0,4,7.47,0,expert,1229664
147,2.53,0.35,5.72,9,2.0,4,5.42,1,expert,916172
33,9.39,1.27,9.03,9,1.5,2,9.93,1,fluent,1142632
286,8.94,9.15,3.94,9,1.0,4,7.94,1,fluent,1382765
97,3.37,4.94,9.81,9,1.0,4,6.28,0,exceptional,1017739
247,7.29,4.54,7.59,9,1.0,5,7.82,1,expert,1287941
65,5.73,0.38,5.11,0,1.5,2,5.38,0,exceptional,613811
228,3.38,7.29,6.44,4,2.0,3,9.0,0,exceptional,1160240
288,9.89,5.28,1.02,1,1.0,1,9.63,0,beginner,997122
202,0.25,2.02,8.45,10,1.5,3,9.37,0,exceptional,1171535
342,2.53,1.1,5.82,8,1.0,3,6.71,0,expert,1092236
108,5.2,3.83,9.86,6,0.5,5,6.63,0,fluent,979028
342,5.22,8.37,6.36,9,1.0,1,5.18,0,exceptional,1221461
135,5.89,8.65,8.34,7,0.5,3,8.26,0,exceptional,1142470
275,7.52,6.03,8.0,5,1.5,2,7.67,1,fluent,1200971
31,6.23,7.28,3.45,8,1.5,1,7.3,1,exceptional,934469
108,6.0,1.15,2.6,5,2.0,0,9.54,0,expert,879973
232,0.54,5.88,4.3,6,1.0,5,5.84,1,exceptional,938335
338,3.77,6.67,4.67,6,1.5,3,5.05,1,beginner,1065676
46,2.32,2.01,2.4,8,2.0,4,5.37,1,exceptional,781018
27,2.65,8.8,8.95,10,1.0,1,6.12,0,beginner,955177
151,5.54,1.95,5.43,7,1.5,0,5.17,1,fluent,816202
321,2.0,3.13,9.78,0,0.5,4,7.51,0,fluent,942644
212,2.94,6.21,8.1,3,1.5,0,6.57,1,exceptional,904933
38,2.37,6.38,5.56,6,0.5,3,5.9,1,exceptional,786094
36,9.49,6.99,9.47,10,2.0,4,8.75,1,fluent,1244708
111,9.45,1.12,5.05,7,2.0,3,6.02,0,beginner,968822
36,6.1,8.49,8.87,6,1.0,4,8.44,0,fluent,1094773
49,9.25,5.33,3.58,2,1.0,1,6.75,0,fluent,767154
325,7.86,4.71,3.79,3,1.0,2,7.56,0,beginner,1018083
267,5.9,9.81,4.18,6,2.0,2,9.67,0,fluent,1292998
146,0.06,7.4,5.47,7,0.5,0,5.19,0,exceptional,803267
171,7.73,1.18,5.53,6,1.0,5,7.5,0,exceptional,1002760
79,7.02,7.57,4.96,5,1.0,4,9.27,0,fluent,1053653
262,6.15,0.95,3.06,8,2.0,3,7.94,0,exceptional,1140402
197,7.6,0.27,9.27,8,0.5,5,6.38,1,expert,1100406
245,5.13,4.04,5.89,10,1.5,1,6.99,1,fluent,1136542
143,7.04,9.94,4.08,6,1.0,1,8.4,0,expert,1097402
333,9.35,1.75,6.51,7,1.5,1,9.45,1,fluent,1316169
207,3.76,6.73,7.68,5,1.5,2,5.21,1,fluent,1010509
312,7.08,1.73,9.61,0,1.0,3,5.36,0,expert,967314
331,4.76,7.25,5.0,0,2.0,1,6.63,0,fluent,987936
324,6.74,5.05,1.12,5,1.0,1,6.16,1,exceptional,997179
106,7.63,6.8,4.41,1,0.5,0,6.32,0,expert,752100
235,0.45,2.03,4.79,7,0.5,4,6.11,1,fluent,873957
174,6.47,7.46,8.97,0,1.0,4,5.98,0,exceptional,930649
61,2.27,9.96,3.95,1,1.5,4,5.65,1,expert,738239
336,6.7,6.66,9.53,7,0.5,5,9.67,0,expert,1430014
83,4.68,4.93,4.85,5,0.5,0,5.72,1,exceptional,749410
155,7.74,9.23,9.74,9,1.0,2,6.02,1,fluent,1183039
226,1.23,0.16,0.08,1,1.0,5,6.23,1,fluent,616549
267,6.26,7.3,8.99,1,2.0,0,9.67,1,expert,1205291
59,2.78,8.89,9.31,10,1.0,1,8.78,0,beginner,1113064
117,8.53,0.62,9.61,6,1.0,3,8.95,1,fluent,1060997
231,9.28,4.5,0.13,4,0.5,5,5.52,0,fluent,861355
329,9.96,2.05,1.72,4,0.5,5,9.18,1,exceptional,1142525
237,7.96,5.67,6.54,7,0.5,1,7.04,0,beginner,1104782
183,7.54,6.5,0.25,6,1.5,1,6.31,1,beginner,920751
48,2.16,3.03,0.64,8,0.5,3,7.88,0,expert,769508
317,3.36,4.6,2.21,3,0.5,4,9.11,1,exceptional,1006908
28,4.66,2.79,5.12,9,1.0,5,8.89,1,exceptional,1007587
244,7.73,3.69,5.46,3,2.0,0,9.45,0,fluent,1070958
44,9.15,1.6,0.34,1,0.5,2,9.64,1,expert,723280
176,1.89,8.86,1.7,2,2.0,1,6.19,1,fluent,795216
74,9.22,0.1,5.0,0,0.5,1,7.12,1,beginner,625055
201,6.96,8.82,5.94,0,0.5,2,5.07,1,exceptional,824911
120,6.11,5.72,1.48,6,2.0,0,9.4,0,expert,973504
129,2.0,3.32,3.99,4,1.0,1,5.77,1,fluent,686739
274,0.56,7.23,9.04,2,0.5,2,9.31,0,fluent,1025057
141,5.68,5.08,9.99,6,2.0,1,6.65,0,beginner,1067880
252,6.52,4.99,9.87,1,0.5,4,6.84,0,exceptional,1035792
90,2.11,1.1,8.82,2,1.5,4,5.2,0,beginner,653703
286,5.56,3.9,3.95,0,1.5,1,6.63,1,fluent,865144
319,8.56,2.41,6.87,7,1.5,1,9.44,1,exceptional,1289345
267,8.35,0.16,4.17,1,1.5,4,5.13,0,exceptional,859883
210,9.27,3.6,6.49,6,1.0,1,7.03,1,beginner,1065436
270,3.66,0.9,3.09,10,1.5,0,5.16,1,exceptional,931750
149,3.18,2.57,6.06,8,2.0,0,6.85,0,beginner,913101
292,7.49,0.93,5.24,5,0.5,3,5.86,0,exceptional,990189
155,4.31,1.01,0.24,1,2.0,0,6.26,0,exceptional,593848
261,0.88,1.99,7.91,1,1.5,5,9.39,1,expert,964475
42,2.83,10.0,0.12,8,1.0,5,7.18,0,exceptional,939899
64,4.19,0.02,2.93,9,1.5,5,6.37,0,fluent,830766
45,2.93,6.39,0.06,7,1.5,1,7.95,1,expert,775877
249,3.32,1.41,3.76,8,1.0,1,5.71,1,beginner,884996
306,2.94,9.21,0.63,3,1.0,2,6.3,1,fluent,912614
32,0.41,0.94,9.14,3,1.0,5,7.73,1,beginner,689527
124,6.37,9.55,4.16,1,1.0,5,6.19,1,beginner,929447
264,5.97,6.11,4.59,9,1.0,0,8.4,1,fluent,1189606
111,6.53,0.01,3.5,0,1.0,4,7.46,1,beginner,654209
322,1.92,8.94,6.28,9,0.5,4,8.86,1,expert,1320863
38,2.96,5.22,7.84,3,1.5,3,9.74,0,fluent,900009
26,6.2,2.63,6.48,9,1.5,2,5.58,1,beginner,850054
317,6.0,7.67,7.48,9,1.0,4,6.67,0,beginner,1311366
349,5.06,9.27,9.06,10,2.0,3,6.6,1,exceptional,1467242
65,3.5,4.84,8.64,7,1.0,0,5.76,1,exceptional,873779
342,9.13,3.16,6.74,1,0.5,2,9.05,0,beginner,1126635
340,3.4,7.89,2.15,10,2.0,2,8.8,1,fluent,1332944
135,4.56,6.82,6.38,7,0.5,5,7.42,0,expert,1065111
38,6.78,8.89,5.06,0,2.0,1,7.69,1,beginner,826939
255,5.43,6.93,7.17,0,2.0,5,5.3,0,beginner,991153
108,3.47,2.44,8.33,3,1.0,0,7.78,0,beginner,801725
154,4.36,9.32,7.43,6,0.5,5,8.96,1,exceptional,1128465
255,7.94,1.05,8.47,8,2.0,2,7.87,0,fluent,1231566
350,2.78,2.68,0.64,4,0.5,5,6.33,0,beginner,911616
169,1.42,5.2,0.32,1,1.0,3,8.34,1,exceptional,716520
52,3.13,5.66,2.59,6,1.0,5,6.81,1,beginner,782549
90,8.5,0.15,9.01,10,1.0,4,7.72,0,beginner,1089709
187,0.89,7.81,8.24,1,1.0,0,7.44,1,fluent,848000
253,9.92,3.62,6.83,8,1.5,0,6.91,0,exceptional,1194102
285,5.41,4.06,7.01,8,2.0,2,8.59,0,expert,1269697
188,9.85,8.09,7.27,2,1.5,5,9.42,0,fluent,1222338
325,9.39,3.79,9.43,7,1.0,2,5.03,1,expert,1161755
327,4.53,0.47,8.32,10,2.0,2,9.67,1,exceptional,1348278
311,1.98,1.76,6.23,3,2.0,3,7.56,0,exceptional,1002930
34,1.65,9.56,6.66,2,0.5,1,8.5,0,expert,760450
219,2.4,0.7,2.14,0,1.0,2,9.28,0,exceptional,761605
142,7.1,3.55,6.57,4,1.5,1,7.34,1,fluent,933043
294,2.73,5.03,4.25,10,0.5,1,9.17,0,beginner,1169578
104,3.41,4.93,1.53,3,2.0,0,5.89,1,expert,697656
117,4.49,0.04,8.06,0,1.5,4,5.8,0,beginner,690727
290,9.13,5.01,5.1,9,1.0,4,8.29,0,expert,1309318
281,1.89,3.84,9.77,7,1.5,5,9.35,0,beginner,1260878
157,0.05,9.72,2.82,7,1.5,3,9.46,0,beginner,1066055
300,0.6,1.59,4.81,7,1.5,3,8.22,1,fluent,1008900
288,9.05,3.54,4.48,2,0.5,4,7.63,1,beginner,1020368
195,6.48,4.19,1.21,5,2.0,5,6.66,1,expert,963124
25,2.73,3.91,4.26,6,1.5,4,9.9,1,beginner,895188
337,1.77,6.66,2.88,8,2.0,5,6.6,1,exceptional,1189544
88,2.94,2.16,1.6,4,0.5,5,8.72,0,beginner,733333
308,1.15,2.21,2.82,8,1.0,5,7.66,1,beginner,1035867
145,9.42,7.29,2.33,5,1.0,5,8.04,1,exceptional,1065549
131,7.84,5.0,7.34,9,1.5,0,6.97,1,exceptional,1128163
199,4.62,4.15,0.31,9,0.5,0,9.82,1,expert,1036048
228,8.65,1.69,6.17,9,1.0,4,7.86,0,exceptional,1195026
189,2.49,1.88,7.61,3,0.5,5,9.69,0,exceptional,967549
329,7.17,0.11,4.81,0,0.5,2,5.04,0,expert,783289
144,8.56,0.91,9.32,0,1.5,5,7.86,1,expert,938329
68,3.57,5.57,7.08,9,1.5,2,8.59,0,beginner,1068456
336,7.57,8.92,7.48,4,0.5,0,8.73,0,fluent,1207915
180,2.95,2.87,1.97,2,0.5,5,9.52,1,expert,799804
231,2.99,3.28,7.77,4,1.5,1,5.02,1,exceptional,879925
132,1.07,1.16,8.32,4,0.5,4,5.0,1,beginner,690119
275,4.4,3.89,3.61,0,1.5,5,7.36,0,exceptional,905511
154,7.3,0.37,2.13,7,2.0,3,5.15,1,expert,864604
317,9.4,9.18,3.85,4,0.5,2,9.87,0,fluent,1251061
44,6.04,6.73,7.4,4,1.5,5,6.11,0,beginner,890978
306,8.63,9.91,4.18,8,0.5,1,7.36,0,expert,1300241
309,8.22,8.83,7.37,7,1.5,2,5.31,0,expert,1258445
25,1.73,4.73,1.14,0,0.5,1,7.61,0,exceptional,501164
143,4.86,5.2,8.06,2,1.0,4,6.9,1,fluent,892627
59,1.17,1.91,2.53,6,1.0,4,5.22,0,expert,662453
222,6.82,4.62,2.49,0,0.5,4,6.68,0,exceptional,823684
269,9.5,9.03,5.9,0,1.0,0,6.96,0,beginner,1007239
83,1.37,0.51,0.7,4,0.5,1,9.95,0,exceptional,683291
349,7.34,8.64,0.26,8,0.5,5,6.04,0,beginner,1196272
185,6.32,3.41,2.61,5,2.0,3,7.72,1,exceptional,1012295
203,5.84,9.0,5.38,9,2.0,3,9.94,0,fluent,1345878
230,3.9,9.41,9.08,1,1.0,4,8.96,0,exceptional,1142582
36,3.55,6.71,8.46,10,2.0,3,9.97,0,fluent,1204221
300,0.45,6.64,4.9,8,2.0,2,9.84,0,fluent,1238989
205,2.18,4.53,0.37,5,0.5,1,7.45,1,beginner,795409
266,0.15,8.36,5.35,4,1.5,1,8.48,0,exceptional,1066159
240,5.81,9.62,7.05,4,0.5,1,5.55,0,exceptional,1070944
275,1.06,7.75,3.39,2,2.0,2,7.21,0,exceptional,980852
323,8.73,6.22,1.11,5,0.5,5,9.05,0,fluent,1151787
150,5.23,6.07,2.79,3,1.0,0,7.53,1,expert,1500000
241,7.0,8.49,7.72,9,1.5,2,8.51,1,exceptional,1324347
330,4.11,5.41,3.51,1,2.0,1,8.73,1,exceptional,1023564
309,5.61,8.04,8.12,2,2.0,1,6.27,0,expert,1110387
209,9.43,5.09,3.2,8,0.5,1,9.38,1,beginner,1152743
63,0.83,0.62,1.64,10,0.5,5,7.3,1,exceptional,771866
247,2.54,3.84,4.36,10,0.5,3,6.05,1,expert,1044189
208,7.8,4.44,4.52,8,0.5,0,9.33,1,exceptional,1115129
202,0.99,1.42,0.16,5,2.0,2,7.09,1,fluent,756000
318,0.76,1.02,1.17,9,0.5,1,8.75,0,expert,1500000
175,3.62,5.35,1.85,9,2.0,4,7.74,1,fluent,1090227
150,0.92,0.85,1.14,8,0.5,0,6.91,1,expert,738575
325,5.85,3.03,3.42,3,1.5,4,9.05,1,beginner,1074912
332,2.26,7.45,9.65,10,1.5,0,7.92,0,fluent,1308392
258,8.96,9.64,5.09,4,0.5,1,6.95,0,exceptional,1122809
32,7.84,7.18,6.28,9,0.5,0,5.55,1,expert,926690
153,7.0,9.93,3.56,5,1.0,0,9.48,0,exceptional,1087754
288,6.17,6.98,3.23,8,1.5,1,5.18,0,beginner,1129151
181,8.63,2.94,0.23,4,2.0,5,9.32,1,expert,1063306
29,2.23,6.72,5.0,7,1.5,4,6.8,0,beginner,829828
110,8.73,7.02,4.84,10,2.0,5,8.2,1,expert,1232691
199,7.89,3.72,1.58,0,0.5,4,9.61,1,fluent,880848
314,7.48,0.18,7.64,4,1.5,3,5.76,1,exceptional,1020245
217,5.61,7.03,4.93,9,1.5,4,7.83,0,fluent,1222982
335,2.46,0.22,3.39,0,1.0,4,8.82,1,fluent,859486
143,4.24,6.31,1.47,9,1.0,0,8.79,1,fluent,988038
242,7.94,1.64,5.52,5,1.5,3,7.63,0,fluent,1079994
138,0.32,5.66,7.53,6,1.5,1,8.12,1,expert,984908
169,7.82,5.04,2.82,4,1.5,1,8.79,0,exceptional,1015068
50,2.4,0.14,2.19,0,2.0,2,9.21,0,expert,590607
160,1.44,3.63,5.22,5,0.5,3,8.81,1,expert,889816
327,1.16,6.01,1.55,9,1.0,0,6.77,0,expert,1031717
256,0.27,8.49,6.67,4,0.5,2,9.98,1,fluent,1108623
100,5.24,8.89,6.05,5,1.0,2,7.17,0,beginner,969683
326,2.18,4.84,0.87,10,1.0,1,5.12,0,fluent,1005084
313,9.89,7.28,0.37,9,1.0,4,6.81,0,expert,1270095
25,5.74,3.16,6.2,6,1.5,0,5.64,0,fluent,761574
171,1.38,3.42,2.94,6,1.0,3,5.61,1,exceptional,813714
311,6.89,1.94,0.86,1,0.5,2,6.41,1,exceptional,797290
166,8.98,5.62,7.59,2,1.0,0,5.27,0,fluent,1375173
77,7.45,3.15,3.14,5,0.5,1,8.44,1,fluent,853141
328,0.76,0.84,4.6,2,1.0,2,5.37,1,beginner,726219
93,8.96,6.85,2.37,1,1.0,2,6.02,1,fluent,759364
114,7.94,7.08,6.27,3,1.5,5,5.46,1,fluent,942971
244,1.58,3.6,3.01,4,0.5,1,5.32,1,beginner,696012
216,0.52,0.77,9.68,10,1.0,5,6.34,1,fluent,1017737
87,5.57,4.26,7.03,9,1.0,1,7.86,1,fluent,988254
97,1.56,4.42,1.37,8,0.5,1,9.82,0,fluent,865481
185,8.35,6.69,4.17,2,1.0,5,9.38,1,fluent,1068187
193,3.58,3.15,3.85,2,2.0,0,9.38,0,fluent,881072
113,9.13,6.83,5.34,5,1.5,0,5.88,0,expert,993288
200,5.66,8.71,8.42,4,0.5,0,6.32,0,fluent,1017557
293,1.83,2.37,5.83,5,1.5,4,5.38,1,beginner,929956
97,1.4,9.79,0.62,6,2.0,2,8.89,1,fluent,926604
269,5.76,3.86,6.55,10,2.0,0,5.35,0,expert,1153747
101,7.62,2.67,0.08,2,2.0,4,7.78,0,beginner,805362
183,7.82,4.22,7.8,4,0.5,2,6.24,1,beginner,949415
348,2.76,0.94,6.67,7,2.0,0,6.22,1,fluent,1063492
122,2.04,1.26,3.09,3,0.5,1,9.95,1,exceptional,737379
126,0.17,4.14,2.92,9,0.5,3,8.78,0,expert,908536
156,6.79,7.62,7.98,1,1.0,0,9.18,0,exceptional,985086
126,0.77,9.0,7.83,3,0.5,3,7.86,1,fluent,901516
43,4.21,6.65,3.52,1,2.0,0,9.36,1,expert,758112
106,6.02,1.05,2.99,2,0.5,1,8.23,0,exceptional,713185
303,9.37,6.72,5.6,3,0.5,3,9.73,1,expert,1210346
153,3.12,6.35,0.08,3,1.5,4,6.41,1,fluent,774232
334,2.5,8.06,0.83,9,2.0,1,7.98,0,expert,1232522
113,6.54,8.25,1.26,8,0.5,3,8.45,0,fluent,1051201
237,6.19,8.68,1.85,9,1.0,3,6.96,0,exceptional,1183952
167,3.32,4.14,5.12,5,0.5,5,9.4,0,expert,982703
89,9.28,6.98,9.92,8,0.5,5,9.9,1,beginner,1258946
100,8.45,2.68,6.53,3,1.5,1,7.47,0,fluent,863548
223,2.24,9.99,0.61,8,2.0,1,6.95,1,expert,1040428
167,2.39,1.75,5.26,10,2.0,1,7.36,1,beginner,997905
340,5.12,0.1,4.97,8,1.0,2,9.26,1,beginner,1130767
117,7.74,1.49,1.44,5,1.0,4,8.23,0,beginner,850565
329,0.44,7.76,9.2,4,1.0,0,5.22,0,beginner,968197
248,6.93,4.47,4.41,2,0.5,5,7.71,1,fluent,980625
315,6.48,4.48,9.95,4,0.5,3,5.09,1,expert,1059658
126,2.31,9.55,4.2,2,1.0,5,8.89,0,beginner,880391
291,6.81,9.2,6.08,4,2.0,0,6.64,1,expert,1186931
134,9.4,3.11,1.05,4,2.0,1,7.36,1,expert,903771
289,0.47,2.09,4.54,1,1.0,5,8.99,1,exceptional,863232
27,3.2,8.48,2.39,8,1.5,4,5.23,1,expert,858131
109,4.38,9.06,8.36,6,2.0,4,5.79,1,fluent,1078052
306,8.99,5.42,7.84,5,2.0,2,6.99,1,fluent,1228951
328,9.62,6.29,8.24,4,1.0,5,6.15,1,beginner,1217916
141,4.44,2.57,7.24,3,2.0,1,6.69,1,expert,842784
245,7.5,8.01,8.33,7,0.5,3,9.99,0,fluent,1339241
178,5.32,6.32,2.01,1,0.5,2,9.13,0,fluent,872303
177,5.38,5.04,4.52,7,2.0,1,9.42,1,fluent,1081972
36,2.78,0.6,6.92,0,0.5,2,9.69,1,beginner,611792
157,2.17,9.16,6.37,9,1.5,5,6.7,0,fluent,1137783
328,2.88,6.15,7.16,0,2.0,0,6.49,0,expert,972518
317,5.56,1.93,2.24,2,1.0,5,6.17,0,fluent,900049
324,0.29,6.06,0.98,4,0.5,1,9.15,1,fluent,929263
252,9.07,6.77,9.17,5,1.5,3,8.4,0,beginner,1260451
295,1.56,5.26,5.6,3,1.5,3,6.18,0,expert,975716
67,2.2,7.18,1.54,6,0.5,1,6.88,1,fluent,702610
350,5.18,5.81,7.93,6,1.5,2,7.53,0,expert,1245731
326,7.1,9.48,9.15,1,2.0,4,7.64,1,expert,1267000
45,0.96,0.54,1.7,1,1.5,1,9.44,0,fluent,580284
131,3.18,1.06,8.17,1,0.5,5,6.9,0,beginner,725594
327,9.69,1.74,9.33,1,1.5,3,9.54,0,expert,1231714
141,2.62,6.9,9.38,8,0.5,0,7.21,0,exceptional,1059066
148,3.13,6.46,9.14,4,0.5,3,8.73,0,fluent,992400
305,8.36,8.92,5.46,10,1.5,4,9.65,1,expert,1500000
316,0.5,7.33,3.56,7,0.5,3,9.54,1,expert,1146779
227,4.65,5.08,0.07,4,0.5,4,5.28,0,expert,795209
75,3.8,9.92,0.61,10,1.0,1,6.03,1,fluent,867513
295,3.17,2.66,4.29,4,2.0,3,7.38,0,exceptional,1027014
348,2.86,8.33,3.99,0,0.5,2,7.16,0,expert,958041
301,0.91,4.27,1.85,5,2.0,5,8.2,0,expert,1067435
165,3.15,6.49,3.95,3,1.0,2,9.72,0,beginner,925459
299,0.43,7.27,1.75,2,1.0,5,5.56,0,fluent,832765
314,7.81,6.34,8.49,5,1.0,3,7.26,1,fluent,1206375
76,3.98,1.41,2.98,1,1.0,3,5.96,1,expert,510808
51,4.44,4.43,5.99,7,2.0,5,9.47,1,beginner,1025574
181,8.94,5.61,5.03,0,1.5,0,9.82,1,expert,1039771
263,6.58,8.49,0.52,8,1.5,3,7.39,0,expert,1200666
180,0.08,4.44,9.42,7,2.0,0,5.52,1,fluent,906592
315,9.43,9.19,5.27,0,0.5,0,8.93,0,beginner,1093019
160,2.37,4.4,3.25,9,2.0,5,8.49,0,expert,1083352
168,1.08,5.49,1.58,8,0.5,0,6.77,1,fluent,837251
130,7.68,7.96,3.39,1,0.5,0,9.44,1,expert,936199
182,5.0,5.83,0.21,2,1.5,1,9.88,0,expert,907624
170,4.34,9.6,3.64,1,1.0,2,7.79,0,beginner,887442
26,2.5,6.6,5.31,7,1.5,0,7.83,0,beginner,863192
101,5.47,5.23,8.72,1,1.5,2,6.49,1,beginner,815832
156,2.74,0.24,6.87,9,2.0,0,7.92,0,expert,999048
114,9.02,4.14,1.12,1,2.0,2,7.2,0,exceptional,820547
287,2.15,2.99,1.48,0,0.5,3,6.51,0,beginner,707218
132,8.84,7.48,4.28,6,2.0,3,5.34,0,exceptional,1003747
98,5.59,2.08,1.96,1,0.5,2,6.26,1,exceptional,589040
63,8.28,2.05,0.28,9,0.5,0,5.99,1,exceptional,750313
183,7.13,1.9,8.05,4,1.0,1,7.71,0,fluent,976872
95,6.97,1.26,0.2,4,1.0,2,8.01,1,expert,724114
336,3.24,3.11,8.31,2,1.5,4,8.04,0,beginner,1044157
265,2.34,8.86,1.44,2,1.0,1,6.94,1,expert,834189
